wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
1.81E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,1,0,82,82,사용중,0,0,0,139,2018,여름,3,20180726,145900,7,26,14,59,목요일,송파소방서,잠실119안전센터,잠실119안전센터,454,800,서울특별시,송파구,석촌동,도시,동,127.1045216,37.5005182,5,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,1,1,N,N,N,,,,,,33,,2.5,290,56,,879
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1307,78,사용중,0,0,0,46,2018,여름,3,20180803,161200,8,3,16,12,금요일,송파소방서,마천119안전센터,마천119안전센터,323,0,서울특별시,송파구,가락동,도시,동,127.1340376,37.4952983,1,1,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,콘센트/ 스위치류,,,,,주거,공동주택,연립주택,2,0,N,N,N,,,,,,36.7,,3.5,290,44,,1666
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,1841,15,사용중,0,0,0,50,2018,여름,3,20180810,2800,8,10,0,28,금요일,송파소방서,방이119안전센터,방이119안전센터,323,700,서울특별시,송파구,풍납동,도시,동,127.115853,37.5285726,5,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,주방기기,핫플래이트,,,주거,공동주택,연립주택,4,0,N,N,N,,,,,,27.1,,0.2,0,84,,1161
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,540,43,사용중,0,0,0,25,2018,여름,3,20180811,80900,8,11,8,9,토요일,송파소방서,마천119안전센터,마천119안전센터,210,200,서울특별시,송파구,오금동,도시,동,127.1347004,37.5024811,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,28,,1,110,60,,2000
1.81E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,245,110,사용중,0,0,0,19,2018,여름,3,20180817,183600,8,17,18,36,금요일,송파소방서,방이119안전센터,방이119안전센터,431,620,서울특별시,송파구,방이동,도시,동,127.1122448,37.5121906,4,4,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),2,0,N,N,N,,,,,,32.5,,1.4,140,28,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,317,111,사용중,0,0,0,22,2018,여름,3,20180818,24400,8,18,2,44,토요일,송파소방서,방이119안전센터,방이119안전센터,459,325,서울특별시,송파구,방이동,도시,동,127.1172912,37.5099344,3,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,단독주택,1,0,N,N,N,,,,,,23.4,,1.1,90,53,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,402,128,사용중,0,0,0,18,2018,여름,3,20180818,145600,8,18,14,56,토요일,송파소방서,방이119안전센터,방이119안전센터,409,146,서울특별시,송파구,방이동,도시,동,127.1108128,37.512671,5,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,1,1,N,N,N,,,,,,31,,1.8,360,31,,1999
1.81E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,130,60,사용중,0,0,0,179,2018,여름,3,20180819,214700,8,19,21,47,일요일,송파소방서,거여119안전센터,거여119안전센터,340,1211,서울특별시,송파구,마천동,도시,동,127.1521404,37.4993226,3,2,0,미상(발화원인),미상,미상,미상,미상,미상,,,,,주거,단독주택,다가구주택(원룸포함),1,1,N,N,N,,,,,,27.9,,0.7,270,61,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,539,58,사용중,0,0,0,22,2018,여름,3,20180821,204700,8,21,20,47,화요일,송파소방서,마천119안전센터,마천119안전센터,336,33,서울특별시,송파구,가락동,도시,동,127.1322495,37.494267,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,27.7,,1.6,290,69,,1992
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,418,106,사용중,0,0,0,16,2018,여름,3,20180822,131400,8,22,13,14,수요일,송파소방서,잠실119안전센터,잠실119안전센터,106,141,서울특별시,송파구,삼전동,도시,동,127.0919147,37.500642,6,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,35.3,,2.1,140,41,,1925
1.81E+14,건축/구조물,기타 식,목조,기타 즙,42,1,0,5940,5940,사용중,0,0,0,5856,2018,가을,3,20180907,21600,9,7,2,16,금요일,송파소방서,가락119안전센터,가락119안전센터,646,10900,서울특별시,송파구,장지동,도시,동,127.1259843,37.4694055,5,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,미상,미상,,,,,주거,기타주택,기타 주택,1,15,N,N,N,,,,,,21.3,0.5,2.2,230,76,,1559
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,0,298,99,사용중,0,0,0,202,2018,가을,3,20180910,103000,9,10,10,30,월요일,송파소방서,잠실119안전센터,잠실119안전센터,213,800,서울특별시,송파구,석촌동,도시,동,127.0998682,37.5053532,1,5,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,배선/배선기구,전기기기용 전선/코드,,,주거,단독주택,다가구주택(원룸포함),2,3,N,N,N,,,,,,24,,1.6,70,47,,1996
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,8,1,1209,136,사용중,0,0,0,107,2018,가을,3,20180916,151900,9,16,15,19,일요일,송파소방서,방이119안전센터,방이119안전센터,254,851,서울특별시,송파구,방이동,도시,동,127.1258294,37.5122191,3,3,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),6,0,N,Y,N,,,,,,23.2,0.5,1.5,250,83,,349
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1152,199,사용중,0,0,0,28,2018,가을,3,20180928,205300,9,28,20,53,금요일,송파소방서,가락119안전센터,가락119안전센터,421,254,서울특별시,송파구,송파동,도시,동,127.1122414,37.5021019,4,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,연립주택,1,0,N,N,N,,,,,,18,,0.7,50,67,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,543,109,사용중,0,1,1,1954,2018,가을,4,20181001,180900,10,1,18,9,월요일,송파소방서,방이119안전센터,방이119안전센터,454,721,서울특별시,송파구,방이동,도시,동,127.1246644,37.5105391,3,2,0,미상(발화원인),미상,미상,미상,미상,미상,,,,,주거,단독주택,단독주택,-1,10,N,N,N,,,,,,16.6,,2.9,270,61,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,572,36,사용중,0,0,0,1813,2018,가을,4,20181007,33900,10,7,3,39,일요일,송파소방서,마천119안전센터,마천119안전센터,420,2902,서울특별시,송파구,가락동,도시,동,127.1245737,37.4942461,3,3,0,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,전기/전자,전선피복,,,,,주거,공동주택,기타 공동주택,1,16,N,N,N,,,,,,15.5,,1.7,270,88,,1998
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,366,35,사용중,0,0,0,2706,2018,가을,4,20181011,175300,10,11,17,53,목요일,송파소방서,마천119안전센터,마천119안전센터,455,700,서울특별시,송파구,가락동,도시,동,127.1265701,37.4922776,2,2,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전기/ 전자기기 기판,주방기기,김치냉장고,,,주거,공동주택,다세대주택,5,20,N,N,N,,,,,,13.2,,3.6,320,36,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,177,29,사용중,0,0,0,11,2018,가을,4,20181020,204600,10,20,20,46,토요일,송파소방서,방이119안전센터,방이119안전센터,343,800,서울특별시,송파구,풍납동,도시,동,127.1121315,37.5348889,7,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,13.7,,1,270,51,,1954
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,150,30,사용중,0,0,0,27,2018,가을,4,20181021,140400,10,21,14,4,일요일,송파소방서,거여119안전센터,거여119안전센터,201,200,서울특별시,송파구,거여동,도시,동,127.1437257,37.492706,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,20.1,,2.3,250,23,,1896
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,381,50,사용중,0,0,0,45,2018,가을,4,20181027,111500,10,27,11,15,토요일,송파소방서,잠실119안전센터,잠실119안전센터,323,615,서울특별시,송파구,석촌동,도시,동,127.0992349,37.50201,5,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,10.4,,4.1,320,42,,1988
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,391,117,사용중,0,0,0,83,2018,가을,4,20181109,4500,11,9,0,45,금요일,송파소방서,잠실119안전센터,잠실119안전센터,348,700,서울특별시,송파구,삼전동,도시,동,127.0931263,37.5000346,6,2,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,,,,,주거,단독주택,다가구주택(원룸포함),1,1,N,N,N,,,,,,12,18,3.1,250,96,,1185
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,695,142,사용중,0,0,0,62,2018,가을,4,20181109,81700,11,9,8,17,금요일,송파소방서,잠실119안전센터,잠실119안전센터,342,700,서울특별시,송파구,석촌동,도시,동,127.1038079,37.5032674,5,2,0,담뱃불/ 라이터불,라이터불/ 성냥불,방화의심,방화의심,미상,미상,,,,,주거,공동주택,다세대주택,-1,1,N,N,N,,,,,,10.1,,2.4,270,85,,1809
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,428,104,사용중,0,0,0,18,2018,가을,4,20181124,3800,11,24,0,38,토요일,송파소방서,잠실119안전센터,잠실119안전센터,205,0,서울특별시,송파구,삼전동,도시,동,127.0915537,37.5037685,4,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,2.4,,1.7,90,32,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,769,66,사용중,0,0,0,351,2018,가을,4,20181128,232100,11,28,23,21,수요일,송파소방서,가락119안전센터,가락119안전센터,411,302,서울특별시,송파구,가락동,도시,동,127.1185336,37.4986721,3,1,0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,,,,,주거,공동주택,다세대주택,4,3,N,N,N,,,,,,2.9,,1.7,290,31,,1869
1.81E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,998,251,사용중,0,0,0,362,2018,겨울,4,20181201,103400,12,1,10,34,토요일,송파소방서,마천119안전센터,마천119안전센터,249,1300,서울특별시,송파구,문정동,도시,동,,,2,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,연립주택,-1,10,N,N,N,,,,,,4.4,,1.1,20,41,,1636
1.81E+14,건축/구조물,양식(옥),블록조,슬라브가,1,1,0,66,66,사용중,0,0,0,22,2018,겨울,4,20181201,120800,12,1,12,8,토요일,송파소방서,거여119안전센터,거여119안전센터,140,0,서울특별시,송파구,마천동,도시,동,,,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,1,0,N,N,N,,,,,,10.1,,0.9,230,40,,1501
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,470,118,사용중,0,0,0,86,2018,겨울,4,20181203,40900,12,3,4,9,월요일,송파소방서,방이119안전센터,방이119안전센터,308,452,서울특별시,송파구,풍납동,도시,동,,,5,4,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,11.2,,1.8,90,51,,1838
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,695,30,사용중,0,0,0,22,2018,겨울,4,20181203,102900,12,3,10,29,월요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,412,900,서울특별시,송파구,잠실동,도시,동,,,7,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,10.6,,1.1,70,92,,445
1.81E+14,건축/구조물,양식(옥),벽돌조,샌드위치패널,1,2,1,156,51,사용중,0,0,0,314,2018,겨울,4,20181207,111900,12,7,11,19,금요일,송파소방서,방이119안전센터,방이119안전센터,258,416,서울특별시,송파구,풍납동,도시,동,,,6,3,0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,불씨/불꽃/화원방치,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,2,10,N,N,N,,,,,,-7.3,,4.2,340,22,,1950
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,4,6,1,2274,590,신축,0,0,0,462,2018,겨울,4,20181208,144300,12,8,14,43,토요일,송파소방서,가락119안전센터,가락119안전센터,500,347,서울특별시,송파구,송파동,도시,동,127.116521,37.5070149,3,2,0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,합성수지,우레탄,,,,,주거,공동주택,다세대주택,6,0,N,N,N,,,,,,-4.9,,4.5,290,25,,1951
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,381,21,사용중,0,0,0,215,2018,겨울,4,20181212,101600,12,12,10,16,수요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,334,737,서울특별시,송파구,잠실동,도시,동,127.0814702,37.5057999,6,3,0,작동기기,기기 전도/복사열,부주의,기타(부주의),합성수지,플라스틱/ PVC/ 비닐/ 장판,주방기기,핫플래이트,,,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,-2.6,,2.8,290,32,,1936
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,645,178,사용중,0,0,0,3076,2018,겨울,4,20181222,162900,12,22,16,29,토요일,송파소방서,방이119안전센터,방이119안전센터,446,700,서울특별시,송파구,방이동,도시,동,127.1172932,37.5111423,4,3,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,1,40,N,N,N,,,,,,10.4,,2.9,290,34,,660
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,853,64,사용중,0,0,0,286,2018,겨울,4,20181224,145200,12,24,14,52,월요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,206,1200,서울특별시,송파구,잠실동,도시,동,127.0863317,37.5080381,6,2,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전기/ 전자기기 기판,전기설비,계량기,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,2.9,,2.1,200,21,,1965
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,810,200,신축,0,0,0,3082,2018,겨울,4,20181231,154600,12,31,15,46,월요일,송파소방서,잠실119안전센터,잠실119안전센터,443,4458,서울특별시,송파구,삼전동,도시,동,127.0964867,37.5059667,5,1,0,불꽃/ 불티,기타(불꽃/불티),부주의,용접/ 절단/ 연마,기타,기타,,,,,주거,공동주택,기타 공동주택,4,30,N,N,N,,,,,,-0.6,,1.9,250,18,,1897
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,996,60,사용중,0,0,0,53,2019,겨울,1,20190101,133900,1,1,13,39,화요일,송파소방서,마천119안전센터,마천119안전센터,431,0,서울특별시,송파구,문정동,도시,동,127.1350455,37.4884659,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,3,0,N,N,N,,,,,,-1.5,,2.7,270,49,,1213
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,173,58,사용중,0,0,0,19,2019,겨울,1,20190101,201400,1,1,20,14,화요일,송파소방서,마천119안전센터,마천119안전센터,338,2000,서울특별시,송파구,문정동,도시,동,127.1333189,37.4882609,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,단독주택,1,0,N,N,N,,,,,,-3.9,,3.5,290,42,,1868
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,421,22,사용중,0,0,0,14,2019,겨울,1,20190102,94500,1,2,9,45,수요일,송파소방서,잠실119안전센터,잠실119안전센터,300,900,서울특별시,송파구,삼전동,도시,동,127.0898666,37.5022334,5,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,-7.5,,1.4,320,51,,1787
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,0,1189,661,신축,0,0,0,2483,2019,겨울,1,20190105,204000,1,5,20,40,토요일,송파소방서,거여119안전센터,거여119안전센터,159,501,서울특별시,송파구,마천동,도시,동,127.143073,37.501232,1,1,0,불꽃/ 불티,기타(불꽃/불티),부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,연립주택,1,0,N,N,N,,,,,,-2.6,,1.7,290,28,,2000
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,381,30,사용중,0,0,0,2630,2019,겨울,1,20190106,123500,1,6,12,35,일요일,송파소방서,마천119안전센터,마천119안전센터,127,300,서울특별시,송파구,오금동,도시,동,127.135777,37.503534,1,1,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전기/ 전자기기 기판,계절용 기기,전기히터/스토브,,,주거,단독주택,단독주택,3,25,N,N,N,,,,,,0.2,,2.2,270,28,,1576
1.90E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,396,12,사용중,0,0,0,1500,2019,겨울,1,20190110,194600,1,10,19,46,목요일,송파소방서,잠실119안전센터,잠실119안전센터,222,3308,서울특별시,송파구,석촌동,도시,동,127.1006699,37.5019543,5,4,0,마찰/ 전도/ 복사,기타(마찰/전도/복사),부주의,가연물 근접방치,침구/직물류,이불(베개/시트),,,,,주거,공동주택,다세대주택,5,12,N,N,N,,,,,,1,,1.6,270,65,,1064
